﻿Stedtype;StedID;Stedtekst;Referencer;GeoZone;x-koordinat;y-koordinat;Kommune;Region;Medie;Vandområde;Dato;Måling nr;Undersøgelsestype;Teknisk anvisning;Dataejer;Link;Målested navn;Målested GeoZone;Målested, x-koordinat;Målested, y-koordinat;Prøvetagning;Prøve;Prøvetype;Delprøve;Sedimentlag-fra (cm);Sedimentlag-til (cm);Analysefraktion;CASnr;ScKode;Stofparameter;Resultat-attribut;Resultat;Enhed;Detektionsgrænse LD;Kvantifikationsgrænse LQ;Kvalitetsmærke
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;27-12-1993;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/1f5197b5-1d76-499d-b479-8635d30c8b4b;Aktivitetssted;32;692735;6209960;1;2;Blandingsprøve;1;2;5;Ej oplyst;;253;Nitrogen,total N; =;10,600000503473;g/kg TS;9999999;;2
Station;49000096;ARRESØ ST B;FRB490063B;32;695956;6208568;Gribskov;Region Hovedstaden;Sø;Arresø;05-11-2002;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/f11240b4-a108-4df4-bba7-61922127c168;Aktivitetssted;32;695956;6208568;1;4;Blandingsprøve;1;10;20;Ej oplyst;;39;Glødetab, total; =;18,1;pct TS;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;11-11-2014;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7a8b4b64-8f15-45c6-9c78-7b8b5f25367c;Aktivitetssted;32;692735;6209960;1;5;Blandingsprøve;1;20;30;Ej oplyst;;261;Phosphor, total-P; =;1,00000004749745;g/kg TS;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;11-11-2009;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7d157e1d-8fe8-4773-81a5-48b803b6e9ec;Aktivitetssted;32;692735;6209960;1;1;Blandingsprøve;1;0;2;Ej oplyst;;261;Phosphor, total-P; =;1,41000006697141;g/kg TS;9999999;;2
Station;49000096;ARRESØ ST B;FRB490063B;32;695956;6208568;Gribskov;Region Hovedstaden;Sø;Arresø;11-11-1997;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/9a89f45a-168d-415e-b802-9718cada3fb7;Aktivitetssted;32;695956;6208568;1;3;Blandingsprøve;1;5;10;Ej oplyst;;312;Jern; =;6,50600030901842;g/kg TS;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;27-12-1993;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/1f5197b5-1d76-499d-b479-8635d30c8b4b;Aktivitetssted;32;692735;6209960;1;3;Blandingsprøve;1;5;10;Ej oplyst;;36;Tørstof,total; =;13,6000002026558;pct VV;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;27-12-1993;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/1f5197b5-1d76-499d-b479-8635d30c8b4b;Aktivitetssted;32;692735;6209960;2;6;Blandingsprøve;1;30;38;Ej oplyst;;312;Jern; =;14,0000006649643;g/kg TS;9999999;;2
Station;49000097;ARRESØ ST C;FRB490063C;32;694929;6209746;Gribskov;Region Hovedstaden;Sø;Arresø;11-11-1997;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/a9e6988d-37ab-4237-b542-d2fc5f942333;Aktivitetssted;32;694929;6209746;1;1;Blandingsprøve;1;0;2;Ej oplyst;;39;Glødetab, total; =;48;pct TS;9999999;;2
Station;49000097;ARRESØ ST C;FRB490063C;32;694929;6209746;Gribskov;Region Hovedstaden;Sø;Arresø;11-11-2014;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/fa1c24a4-3113-44bd-977e-1625b5d6d902;Aktivitetssted;32;694929;6209746;1;6;Blandingsprøve;1;30;50;Ej oplyst;;312;Jern; =;17,0000008074567;g/kg TS;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;11-11-2014;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/7a8b4b64-8f15-45c6-9c78-7b8b5f25367c;Aktivitetssted;32;692735;6209960;1;1;Blandingsprøve;1;0;2;Ej oplyst;;36;Tørstof,total; =;3,3;pct VV;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;08-11-2018;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/6f37ad8b-0299-47bb-bceb-a3f7ef3dd5ac;Aktivitetssted;32;692735;6209960;1;4;Blandingsprøve;1;10;20;Ej oplyst;;36;Tørstof,total; =;13,9;pct VV;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;27-12-1993;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/1f5197b5-1d76-499d-b479-8635d30c8b4b;Aktivitetssted;32;692735;6209960;1;1;Blandingsprøve;1;0;2;Ej oplyst;;39;Glødetab, total; =;32,3000004813075;pct TS;9999999;;2
Station;49000097;ARRESØ ST C;FRB490063C;32;694929;6209746;Gribskov;Region Hovedstaden;Sø;Arresø;05-11-2002;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/b0c7144e-fb25-47e9-9829-821356e038d2;Aktivitetssted;32;694929;6209746;1;3;Blandingsprøve;1;5;10;Ej oplyst;;253;Nitrogen,total N; =;12,5000005937181;g/kg TS;9999999;;2
Station;49000097;ARRESØ ST C;FRB490063C;32;694929;6209746;Gribskov;Region Hovedstaden;Sø;Arresø;11-11-2009;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/5a2cc418-087b-4905-8650-dca9072d28dd;Aktivitetssted;32;694929;6209746;1;6;Blandingsprøve;1;30;39;Ej oplyst;;36;Tørstof,total; =;15,8;pct VV;9999999;;2
Station;49000097;ARRESØ ST C;FRB490063C;32;694929;6209746;Gribskov;Region Hovedstaden;Sø;Arresø;11-11-2009;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/5a2cc418-087b-4905-8650-dca9072d28dd;Aktivitetssted;32;694929;6209746;1;4;Blandingsprøve;1;10;20;Ej oplyst;;312;Jern; =;9,88000046927482;g/kg TS;9999999;;2
Station;49000096;ARRESØ ST B;FRB490063B;32;695956;6208568;Gribskov;Region Hovedstaden;Sø;Arresø;11-11-2009;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/50375709-7eb1-4b8d-ae7f-4a39ddb08980;Aktivitetssted;32;695956;6208568;1;3;Blandingsprøve;1;5;10;Ej oplyst;;36;Tørstof,total; =;10,6;pct VV;9999999;;2
Station;49000096;ARRESØ ST B;FRB490063B;32;695956;6208568;Gribskov;Region Hovedstaden;Sø;Arresø;11-11-2009;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/50375709-7eb1-4b8d-ae7f-4a39ddb08980;Aktivitetssted;32;695956;6208568;1;5;Blandingsprøve;1;20;30;Ej oplyst;;39;Glødetab, total; =;11;pct TS;9999999;;2
Station;49000097;ARRESØ ST C;FRB490063C;32;694929;6209746;Gribskov;Region Hovedstaden;Sø;Arresø;11-11-2009;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/5a2cc418-087b-4905-8650-dca9072d28dd;Aktivitetssted;32;694929;6209746;1;4;Blandingsprøve;1;10;20;Ej oplyst;;36;Tørstof,total; =;8,87;pct VV;9999999;;2
Station;49000097;ARRESØ ST C;FRB490063C;32;694929;6209746;Gribskov;Region Hovedstaden;Sø;Arresø;11-11-2014;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/fa1c24a4-3113-44bd-977e-1625b5d6d902;Aktivitetssted;32;694929;6209746;1;1;Blandingsprøve;1;0;2;Ej oplyst;;312;Jern; =;9,50000045122579;g/kg TS;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;27-12-1993;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/1f5197b5-1d76-499d-b479-8635d30c8b4b;Aktivitetssted;32;692735;6209960;1;1;Blandingsprøve;1;0;2;Ej oplyst;;1141;Organisk bundet P; =;0,595000028260984;g/kg TS;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;05-11-2002;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/1799b391-4a2d-4559-baf3-debaca726093;Aktivitetssted;32;692735;6209960;1;4;Blandingsprøve;1;10;20;Ej oplyst;;39;Glødetab, total; =;17,6;pct TS;9999999;;2
Station;49000097;ARRESØ ST C;FRB490063C;32;694929;6209746;Gribskov;Region Hovedstaden;Sø;Arresø;11-11-1997;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/a9e6988d-37ab-4237-b542-d2fc5f942333;Aktivitetssted;32;694929;6209746;1;3;Blandingsprøve;1;5;10;Ej oplyst;;312;Jern; =;7,81200037105009;g/kg TS;9999999;;2
Station;49000096;ARRESØ ST B;FRB490063B;32;695956;6208568;Gribskov;Region Hovedstaden;Sø;Arresø;11-11-1997;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/9a89f45a-168d-415e-b802-9718cada3fb7;Aktivitetssted;32;695956;6208568;1;5;Blandingsprøve;1;20;30;Ej oplyst;;280;Calcium; =;150,000007124618;g/kg TS;9999999;;2
Station;49000096;ARRESØ ST B;FRB490063B;32;695956;6208568;Gribskov;Region Hovedstaden;Sø;Arresø;08-11-2018;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/ad06c7b4-5524-4ef2-80d6-606d87074051;Aktivitetssted;32;695956;6208568;1;5;Blandingsprøve;1;20;30;Ej oplyst;;36;Tørstof,total; =;14,4;pct VV;9999999;;2
Station;49000097;ARRESØ ST C;FRB490063C;32;694929;6209746;Gribskov;Region Hovedstaden;Sø;Arresø;11-11-1997;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/a9e6988d-37ab-4237-b542-d2fc5f942333;Aktivitetssted;32;694929;6209746;1;6;Blandingsprøve;1;30;39;Ej oplyst;;312;Jern; =;13,74200065271;g/kg TS;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;27-12-1993;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/1f5197b5-1d76-499d-b479-8635d30c8b4b;Aktivitetssted;32;692735;6209960;2;4;Blandingsprøve;1;10;20;Ej oplyst;;312;Jern; =;14,0000006649643;g/kg TS;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;27-12-1993;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/1f5197b5-1d76-499d-b479-8635d30c8b4b;Aktivitetssted;32;692735;6209960;2;3;Blandingsprøve;1;5;10;Ej oplyst;;253;Nitrogen,total N; =;12,6000005984679;g/kg TS;9999999;;2
Station;49000096;ARRESØ ST B;FRB490063B;32;695956;6208568;Gribskov;Region Hovedstaden;Sø;Arresø;11-11-2009;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/50375709-7eb1-4b8d-ae7f-4a39ddb08980;Aktivitetssted;32;695956;6208568;1;1;Blandingsprøve;1;0;2;Ej oplyst;;312;Jern; =;8,64000041037798;g/kg TS;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;27-12-1993;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/1f5197b5-1d76-499d-b479-8635d30c8b4b;Aktivitetssted;32;692735;6209960;2;5;Blandingsprøve;1;20;30;Ej oplyst;;263;Phosphor, Fe-adsorberet; =;0,362000017194077;g/kg TS;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;27-12-1993;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/1f5197b5-1d76-499d-b479-8635d30c8b4b;Aktivitetssted;32;692735;6209960;1;4;Blandingsprøve;1;10;20;Ej oplyst;;263;Phosphor, Fe-adsorberet; =;0,0880000041797757;g/kg TS;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;27-12-1993;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/1f5197b5-1d76-499d-b479-8635d30c8b4b;Aktivitetssted;32;692735;6209960;1;5;Blandingsprøve;1;20;30;Ej oplyst;;261;Phosphor, total-P; =;0,745000035385601;g/kg TS;9999999;;2
Station;49000097;ARRESØ ST C;FRB490063C;32;694929;6209746;Gribskov;Region Hovedstaden;Sø;Arresø;05-11-2002;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/b0c7144e-fb25-47e9-9829-821356e038d2;Aktivitetssted;32;694929;6209746;1;3;Blandingsprøve;1;5;10;Ej oplyst;;39;Glødetab, total; =;20,3;pct TS;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;11-11-1997;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/67278144-484b-47a5-b7eb-3814aa77dea3;Aktivitetssted;32;692735;6209960;1;2;Blandingsprøve;1;2;5;Ej oplyst;;39;Glødetab, total; =;44;pct TS;9999999;;2
Station;49000096;ARRESØ ST B;FRB490063B;32;695956;6208568;Gribskov;Region Hovedstaden;Sø;Arresø;11-11-1997;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/9a89f45a-168d-415e-b802-9718cada3fb7;Aktivitetssted;32;695956;6208568;1;6;Blandingsprøve;1;30;41;Ej oplyst;;39;Glødetab, total; =;18;pct TS;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;11-11-1997;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/67278144-484b-47a5-b7eb-3814aa77dea3;Aktivitetssted;32;692735;6209960;1;5;Blandingsprøve;1;20;30;Ej oplyst;;312;Jern; =;16,0340007615741;g/kg TS;9999999;;2
Station;49000095;ARRESØ ST A;FRB490063A;32;692735;6209960;Halsnæs;Region Hovedstaden;Sø;Arresø;27-12-1993;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/1f5197b5-1d76-499d-b479-8635d30c8b4b;Aktivitetssted;32;692735;6209960;1;6;Blandingsprøve;1;30;38;Ej oplyst;;280;Calcium; =;61,0000028973445;g/kg TS;9999999;;2
Station;49000096;ARRESØ ST B;FRB490063B;32;695956;6208568;Gribskov;Region Hovedstaden;Sø;Arresø;08-11-2018;1;Næringsstoffer sediment, Sø;Ja;Miljøstyrelsen;https://vanda.miljoeportal.dk/link/ad06c7b4-5524-4ef2-80d6-606d87074051;Aktivitetssted;32;695956;6208568;1;5;Blandingsprøve;1;20;30;Ej oplyst;;39;Glødetab, total; =;20,6;pct TS;9999999;;2
